date,time,hour_of_the_day_,part_of_body,side,number_of_times,type,location,datetime
Feb 21,15:13,15,Hand,Right,1,Pinch,School,2026-02-21 15:13:00
Feb 21,15:26,15,Hand,Left,1,Touch,School,2026-02-21 15:26:00
Feb 21,15:58,15,Hand,Right,1,Pinch,School,2026-02-21 15:58:00
Feb 21,16:09,16,Hand,Right,2,Pinch,School,2026-02-21 16:09:00
Feb 21,16:50,16,Hand,Right,1,Scracth,School,2026-02-21 16:50:00
Feb 21,17:09,17,Hand,Left,1,Scracth,School,2026-02-21 17:09:00
Feb 21,17:36,17,Hand,Left,1,Scracth,School,2026-02-21 17:36:00
Feb 21,18:50,18,Hand,Right,1,Brush,Commute,2026-02-21 18:50:00
Feb 21,19:01,19,Hand,Right,1,Brush,Commute,2026-02-21 19:01:00
Feb 21,19:02,19,Hand,Right,1,Brush,Commute,2026-02-21 19:02:00
Feb 21,19:08,19,Hand,Right,1,Pinch,Commute,2026-02-21 19:08:00
Feb 21,20:01,20,Hand,Right,1,Scracth,Commute,2026-02-21 20:01:00
Feb 21,23:19,23,Hand,Right,1,Scracth,Home,2026-02-21 23:19:00
Feb 21,23:48,23,Hand,Right,1,Pinch,Home,2026-02-21 23:48:00
Feb 21,23:57,23,Hand,Right,1,Scracth,Home,2026-02-21 23:57:00
