date,city,name,country,admin1,latitude,longitude,timezone,weather_code,temp_mean_c,apparent_temp_mean_c,rain_sum_mm,precipitation_hours,showers_sum_mm,snowfall_sum_cm,daylight_duration_s,sunshine_duration_s,wind_gusts_max_kmh,wind_speed_mean_kmh,wind_gusts_mean_kmh,dewpoint_mean_c,cloud_cover_mean_pct
2000-01-19,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,55.0,5.679167,3.3829315,3.1000001,5.0,0.0,0.0,34840.414,32708.523,42.12,4.9064803,18.06,3.0916662,69.333336
2000-01-20,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,51.0,2.8604171,-0.060481865,0.2,1.0,0.0,0.0,34942.28,31683.135,21.96,5.0661917,16.215,-0.61458355,96.083336
2000-01-21,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,71.0,3.404167,0.98737407,4.0,8.0,0.0,0.07,35047.62,19206.484,27.0,3.8373046,16.034998,1.6104168,83.333336
2000-01-22,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,73.0,0.10416677,-3.2168958,0.4,5.0,0.0,1.1200001,35156.24,32586.871,20.16,5.641012,15.330001,-2.7270832,42.083332
2000-01-23,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,-2.1166666,-6.0146103,0.0,0.0,0.0,0.0,35267.953,24473.277,20.16,6.5213985,16.515,-6.745834,72.041664
2000-01-24,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,2.5937502,-0.42027834,0.0,0.0,0.0,0.0,35382.586,26483.69,19.8,4.5077643,16.95,-1.7354168,98.708336
2000-01-25,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,55.0,3.3562505,0.8900754,13.5,21.0,0.0,0.0,35499.945,0.0,27.359999,5.2635193,18.419998,2.497917,100.0
2000-01-26,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,73.0,1.2104167,-1.9692129,0.10000001,5.0,0.0,1.05,35619.855,32732.564,36.719997,7.494547,21.435,0.22500002,71.75
2000-01-27,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,-2.2187495,-5.960427,0.0,0.0,0.0,0.0,35742.145,34430.305,25.919998,6.1571317,17.714998,-5.589584,34.041668
2000-01-28,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,2.0,-3.6187499,-7.2283,0.0,0.0,0.0,0.0,35866.63,34505.473,23.759998,3.9584095,12.434999,-7.439583,16.0
2000-01-29,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,0.0,-4.641667,-8.558932,0.0,0.0,0.0,0.0,35993.152,34580.855,16.56,4.75579,11.43,-9.922917,0.25
2000-01-30,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,-5.3250003,-9.419539,0.0,0.0,0.0,0.0,36121.543,34656.41,20.519999,5.270473,16.035,-11.516665,18.208334
2000-01-31,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,73.0,-2.4875,-5.975332,0.0,14.0,0.0,5.6,36251.633,3143.0066,23.4,5.191255,17.415,-5.025,85.25
2000-02-01,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,-3.4958322,-7.433117,0.0,0.0,0.0,0.0,36383.273,24162.424,20.16,7.1247377,16.199997,-6.2687497,85.5
2000-02-02,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,-2.1854162,-5.896826,0.0,0.0,0.0,0.0,36516.29,35004.04,20.16,5.1598897,15.494998,-7.289583,77.541664
2000-02-03,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,-0.6895831,-4.147948,0.0,0.0,0.0,0.0,36650.543,34864.21,17.64,4.5216994,13.875,-5.75,47.25
2000-02-04,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,0.07083317,-3.6947873,0.0,0.0,0.0,0.0,36785.867,31433.344,27.359999,7.2171597,22.514997,-4.691667,89.458336
2000-02-05,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,1.0729166,-2.5687509,0.0,0.0,0.0,0.0,36922.125,31322.875,23.4,6.872937,19.589998,-4.0083337,66.375
2000-02-06,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,1.4916668,-1.7683034,0.0,0.0,0.0,0.0,37059.164,35825.25,20.16,4.917402,15.254998,-3.5187495,27.333334
2000-02-07,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,2.5958335,-0.807601,0.0,0.0,0.0,0.0,37196.848,35862.992,20.519999,5.8952856,17.204998,-3.2104166,62.333332
2000-02-08,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,4.11875,0.82407993,0.0,0.0,0.0,0.0,37335.58,26383.66,24.119999,5.481136,18.704996,-2.8937502,98.708336
2000-02-09,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,5.6312504,2.5645323,0.0,0.0,0.0,0.0,37476.55,25395.754,33.48,6.5078335,20.414999,-0.052083403,98.833336
2000-02-10,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,53.0,4.29375,1.472456,0.90000004,4.0,0.0,0.0,37619.656,35476.145,28.8,6.093141,17.279999,1.1354166,87.833336
2000-02-11,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,71.0,4.527084,1.5507536,4.3,15.0,0.0,0.14,37764.73,29507.35,34.92,7.433526,23.024996,1.4124999,85.5
2000-02-12,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,73.0,3.2833328,0.33625212,8.1,18.0,0.0,4.27,37911.6,0.0,38.519997,7.7277107,32.595,1.8083333,97.041664
2000-02-13,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,71.0,1.1520833,-2.624976,0.4,6.0,0.0,0.35,38060.125,1271.5048,38.16,10.0978565,28.41,-1.3249999,86.0
2000-02-14,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,61.0,6.3291664,2.4669025,6.7999997,11.0,0.0,0.0,38210.133,24970.686,65.88,15.449209,51.105003,2.9958334,82.041664
2000-02-15,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,3.8875,0.5113272,0.0,0.0,0.0,0.0,38361.48,37822.19,30.239998,6.3977375,19.334997,-2.4604166,50.208332
2000-02-16,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,53.0,1.8562498,-1.277477,3.3,9.0,0.0,0.0,38514.016,0.0,32.399998,5.680939,19.499998,-1.4541665,94.75
2000-02-17,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,73.0,0.62500006,-2.4421217,1.6,17.0,0.0,3.8500001,38667.59,19358.373,27.0,5.890298,18.015001,-0.6041667,98.833336
2000-02-18,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,71.0,0.8520834,-2.099617,0.0,4.0,0.0,0.56,38822.06,36000.0,15.119999,4.098631,10.38,-2.0041666,53.333332
2000-02-19,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,0.0,-1.9395837,-5.7696247,0.0,0.0,0.0,0.0,38977.28,38306.406,21.24,6.5156736,15.959998,-7.3541665,0.6666667
2000-02-20,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,0.3541666,-3.3946345,0.0,0.0,0.0,0.0,39133.12,31755.648,28.44,7.4475365,23.999996,-4.758334,82.625
2000-02-21,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,51.0,6.214584,2.968774,0.1,1.0,0.0,0.0,39289.44,29536.723,38.519997,7.7571244,29.669996,-0.066666506,88.125
2000-02-22,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,51.0,3.9750004,0.6356781,0.1,1.0,0.0,0.0,39446.1,36000.0,31.319998,8.8684635,25.904999,0.33333334,61.208332
2000-02-23,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,71.0,3.7520838,-0.29982436,0.5,4.0,0.0,0.14,39602.98,20733.775,53.28,11.760589,35.19,-1.566667,84.625
2000-02-24,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,73.0,0.53958327,-2.8208134,2.4,24.0,0.0,7.49,39759.938,15562.477,41.039997,7.747052,30.81,-0.76874995,98.25
2000-02-25,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,71.0,-1.9812497,-6.364731,0.0,2.0,0.0,0.48999998,39916.844,38823.504,47.88,9.716305,27.854998,-6.9374995,64.291664
2000-02-26,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,71.0,-1.6229167,-6.0571027,0.0,0.0,0.0,0.14,40073.586,27348.13,35.28,10.122075,26.145004,-7.0604157,91.5
2000-02-27,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,2.8874998,-1.2360821,0.0,0.0,0.0,0.0,40230.023,34951.426,42.12,10.923839,35.28,-3.0208337,90.041664
2000-02-28,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,75.0,1.75,-1.144967,3.0,16.0,0.0,6.6499996,40386.566,19695.223,39.239998,5.678754,21.810003,0.26250002,68.0
2000-02-29,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,1.7270832,-1.813672,0.0,0.0,0.0,0.0,40544.355,39177.07,27.0,8.494899,21.914999,-2.5416667,61.333332
2000-03-01,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,3.3687499,0.5865223,0.0,0.0,0.0,0.0,40703.324,30822.637,23.4,4.4126825,13.665001,-0.31875002,77.375
2000-03-02,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,2.7583332,0.16674352,0.0,0.0,0.0,0.0,40863.35,35753.71,15.84,3.6283872,12.330001,-0.04374996,33.333332
2000-03-03,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,2.0,2.9437501,0.28260478,0.0,0.0,0.0,0.0,41024.316,39543.47,18.72,3.8237507,12.494999,-1.3499999,40.041668
2000-03-04,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,2.0,4.879167,1.9136577,0.0,0.0,0.0,0.0,41186.1,39909.72,24.119999,6.163495,18.524998,-1.0562503,9.75
2000-03-05,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,51.0,3.9020832,0.35056815,1.4000001,5.0,0.0,0.0,41348.58,15366.387,46.079998,10.53031,30.825003,0.54166657,64.416664
2000-03-06,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,71.0,2.7458336,-0.62699246,2.8999999,8.0,0.0,0.35,41511.645,14183.341,50.399998,8.308498,29.22,-0.53958327,88.666664
2000-03-07,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,2.8020833,-0.5702428,0.0,0.0,0.0,0.0,41675.176,39857.344,29.16,5.883068,17.745,-4.0000005,58.916668
2000-03-08,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,71.0,2.9291668,-1.0486188,0.90000004,4.0,0.0,0.28,41839.06,30707.26,47.519997,11.071935,31.949995,-1.7083335,86.833336
2000-03-09,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,73.0,1.7020836,-1.4207698,2.5,18.0,0.0,3.85,42003.18,28989.059,39.6,6.715364,30.090004,-0.43749997,85.583336
2000-03-10,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,73.0,1.2125001,-1.8353596,0.0,10.0,0.0,1.7500002,42167.43,40059.633,21.96,5.279957,15.045,-1.9458336,63.166668
2000-03-11,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,71.0,1.0645831,-2.6086912,0.6000001,5.0,0.0,0.28,42331.7,30343.914,28.8,7.2333097,20.850002,-3.9312503,68.458336
2000-03-12,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,3.497917,0.8636725,0.0,0.0,0.0,0.0,42495.87,40535.86,23.039999,3.9893017,12.42,-0.8,48.875
2000-03-13,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,3.91875,0.9148712,0.0,0.0,0.0,0.0,42659.84,41173.77,24.84,5.763405,16.74,-1.9854168,34.708332
2000-03-14,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,5.4,2.399966,0.0,0.0,0.0,0.0,42823.492,17870.768,30.599998,5.9871864,19.724998,-0.14583342,77.541664
2000-03-15,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,73.0,3.7041664,0.13498347,0.9000001,7.0,0.0,0.56,42986.723,37843.523,48.6,9.633313,27.884998,-1.4479165,54.5
2000-03-16,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,3.2041667,-0.20678878,0.0,0.0,0.0,0.0,43149.414,41422.914,36.36,7.4773583,22.634996,-3.345833,40.166668
2000-03-17,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,75.0,2.3104167,-1.4616901,0.8000001,11.0,0.0,4.27,43311.457,41342.89,46.8,10.183223,32.444992,-2.5937502,60.458332
2000-03-18,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,73.0,2.5958335,-0.41754237,0.19999999,5.0,0.0,0.91,43472.746,41888.73,40.32,5.5873413,21.09,-2.7708333,31.291666
2000-03-19,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,75.0,2.2500002,-1.8830312,6.7000003,16.0,0.0,3.5700002,43633.64,18815.9,56.16,12.324092,39.434998,-1.8895836,88.416664
2000-03-20,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,73.0,-1.7729167,-6.7618175,0.100000024,9.0,0.0,2.0300002,43795.203,39845.293,59.76,14.289711,39.405003,-6.5375,76.375
2000-03-21,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,0.0,-1.0604166,-4.9981403,0.0,0.0,0.0,0.0,43957.383,43144.707,42.839996,9.030505,29.37,-6.8125,0.7083333
2000-03-22,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,2.0,1.2833333,-1.5875283,0.0,0.0,0.0,0.0,44120.082,42856.133,19.08,4.752454,14.790002,-3.208333,18.125
2000-03-23,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,51.0,3.375,0.19520128,1.1,5.0,0.0,0.0,44283.195,33635.656,38.88,7.9820867,24.930004,-0.62499994,58.0
2000-03-24,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,5.295833,3.049732,0.0,0.0,0.0,0.0,44446.625,41671.45,21.24,3.411658,13.859998,0.36666664,52.166668
2000-03-25,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,7.3000007,4.8818707,0.0,0.0,0.0,0.0,44610.273,43805.977,25.56,5.316993,17.97,1.4916668,82.291664
2000-03-26,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,9.789583,7.4240613,0.0,0.0,0.0,0.0,44774.04,44249.324,27.0,6.4892945,17.985,2.3395834,24.0
2000-03-27,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,9.791667,7.1153865,0.0,0.0,0.0,0.0,44937.82,36977.895,30.239998,7.4298663,22.620003,1.3020834,40.25
2000-03-28,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,61.0,8.145834,5.2656,5.3,9.0,0.0,0.0,45101.516,35987.363,41.760002,9.299726,27.000002,2.8958337,64.791664
2000-03-29,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,5.902084,2.6110651,0.0,0.0,0.0,0.0,45265.023,44739.12,28.8,6.9852085,20.295,-3.1166666,24.708334
2000-03-30,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,73.0,3.5687504,-0.11356741,1.7000002,17.0,0.0,2.5900002,45428.24,42661.27,47.88,10.520823,31.050003,-0.9291666,65.0
2000-03-31,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,2.0,4.2375007,0.22471155,0.0,0.0,0.0,0.0,45591.062,45064.258,48.6,11.81221,33.704998,-3.8687499,13.125
2000-04-01,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,4.747917,1.6469107,0.0,0.0,0.0,0.0,45753.383,44795.723,35.28,7.0430803,22.125,-2.4354167,43.916668
2000-04-02,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,7.414583,4.6910663,0.0,0.0,0.0,0.0,45915.1,45387.305,41.760002,7.8766212,22.995,1.7229166,38.833332
2000-04-03,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,2.0,8.400001,6.3319626,0.0,0.0,0.0,0.0,46076.105,45547.773,26.28,5.0091376,17.339998,2.25625,23.333334
2000-04-04,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,1.0,13.191666,10.419697,0.0,0.0,0.0,0.0,46236.285,45707.406,41.399998,10.164488,29.985003,2.60625,7.625
2000-04-05,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,2.0,13.6291685,11.588608,0.0,0.0,0.0,0.0,46395.527,45866.086,28.44,6.335848,19.65,3.3604171,30.416666
2000-04-06,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,11.539585,8.69536,0.0,0.0,0.0,0.0,46553.727,41978.402,51.48,9.3772955,29.685,2.39375,58.458332
2000-04-07,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,2.0,8.683333,5.6416836,0.0,0.0,0.0,0.0,46710.76,46180.14,33.839996,8.724456,26.385004,-0.5520833,6.5416665
2000-04-08,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,2.0,9.485416,7.374476,0.0,0.0,0.0,0.0,46866.977,46335.617,23.039999,5.33665,18.345,1.6812501,21.416666
2000-04-09,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,51.0,10.866666,8.29505,0.4,2.0,0.0,0.0,47023.367,46491.17,38.519997,9.305137,28.244999,3.3041668,21.25
2000-04-10,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,2.0,10.429166,8.289119,0.0,0.0,0.0,0.0,47179.89,46646.83,33.839996,7.016473,20.835,3.5062501,26.583334
2000-04-11,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,2.0,10.681249,8.561901,0.0,0.0,0.0,0.0,47336.445,46744.984,26.28,5.6348453,17.91,1.989583,15.208333
2000-04-12,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,12.193751,9.643301,0.0,0.0,0.0,0.0,47492.93,46800.0,33.12,8.25972,23.009998,1.90625,78.458336
2000-04-13,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,51.0,15.7625,12.07459,0.2,1.0,0.0,0.0,47649.234,39068.746,57.96,13.339514,40.905006,0.3041666,87.416664
2000-04-14,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,61.0,10.016667,8.248073,7.9999995,17.0,0.0,0.0,47805.258,37184.227,47.16,5.9137444,30.734997,6.1604156,82.916664
2000-04-15,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,71.0,8.404167,6.2252517,4.7,13.0,0.0,0.07,47960.9,46381.51,34.92,6.234835,22.98,3.4104164,56.25
2000-04-16,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,10.856251,7.1994114,0.0,0.0,0.0,0.0,48116.04,29845.906,53.28,12.976829,33.75,1.5499998,97.5
2000-04-17,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,13.9104185,10.637616,0.0,0.0,0.0,0.0,48270.57,39328.547,47.16,11.290189,31.635,2.0479167,92.166664
2000-04-18,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,55.0,8.841668,5.319572,1.9000001,5.0,0.0,0.0,48424.387,31345.654,55.079998,12.590128,37.079998,2.0833335,75.083336
2000-04-19,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,8.1375,5.2852273,0.0,0.0,0.0,0.0,48577.36,17486.578,25.919998,6.597926,19.994999,1.3312501,81.458336
2000-04-20,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,10.529166,8.63815,0.0,0.0,0.0,0.0,48729.383,46800.0,21.599998,5.4034977,16.859999,2.895833,74.625
2000-04-21,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,12.889584,10.54809,0.0,0.0,0.0,0.0,48880.33,41980.13,29.16,5.958862,19.980001,3.4354162,90.0
2000-04-22,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,53.0,12.322918,10.74416,1.9000001,4.0,0.0,0.0,49030.074,46800.0,32.760002,5.601726,21.345,6.7499995,84.291664
2000-04-23,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,53.0,11.145833,9.65742,2.4,9.0,0.0,0.0,49178.5,46800.0,30.239998,5.016196,19.949999,5.7083325,52.541668
2000-04-24,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,53.0,8.802083,6.0001016,3.3000002,6.0,0.0,0.0,49325.473,46800.0,35.64,7.580744,24.074997,-0.6854167,37.416668
2000-04-25,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,3.0,11.964583,9.466478,0.0,0.0,0.0,0.0,49470.863,46800.0,32.399998,7.605024,22.185,1.6541667,75.75
2000-04-26,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,2.0,15.222916,13.638375,0.0,0.0,0.0,0.0,49614.54,47058.484,24.119999,5.4695396,16.635002,4.5499997,25.708334
2000-04-27,Salt Lake City,Salt Lake City,United States,Utah,40.76078,-111.89105,America/Denver,2.0,16.7125,15.150399,0.0,0.0,0.0,0.0,49756.363,47020.664,33.48,6.755026,23.414997,5.4416676,10.958333
